ticker,pdf_file,page,stratum,decision_class,subtype,note,label_source,annotator1_class,annotator2_class,annotator1_subtype,annotator2_subtype
WSM,WSM-WILLIAMS-SONOMA INC-2023.pdf,45,boundary,table_dominant,disclosure_index_table,"SDG disclosures page is dominated by a row-structured index table linking goals, targets, initiatives, and references",annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
PVH,PVH-PVH CORP-2021.pdf,42,boundary,prose,prose_multicol,"Ethical recruitment page with prose columns, progress bullets, and photos, no shared-row table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,26,boundary,prose,stat_card_grid,Two prose columns dominate; the palm-oil callouts are self-contained number-plus-caption runs with nothing to detach.,adjudicated,prose,ambiguous_or_mixed,stat_card_grid,stat_card_grid
ACI,ACI-ALBERTSONS COS INC-2024.pdf,24,boundary,prose,prose_multicol,"Nourishing neighbors page with prose columns, bullet list, and quote footer, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
VFC,VFC-VF CORP-2022.pdf,35,boundary,prose,prose_multicol,"Human rights page with prose columns, photo, and self-contained partnership callout, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
PAG,PAG-PENSKE AUTOMOTIVE GROUP INC-2021.pdf,21,boundary,prose,prose_multicol,"Electric vehicles and waste reduction page with prose columns, bullet list, and charger photo, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WHR,WHR-WHIRLPOOL CORP-2023.pdf,96,boundary,table_dominant,disclosure_index_table,GRI Index page is dominated by a disclosure number/name/response table linking entries across rows,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
MHK,MHK-MOHAWK INDUSTRIES INC-2022.pdf,28,boundary,prose,other,"Environmental stewardship council page with self-contained headshot/name labels and Q&A prose columns, no shared-row table",annotator_agreement,prose,prose,other,prose_multicol
ROST,ROST-ROSS STORES INC-2024.pdf,54,boundary,table_dominant,disclosure_index_table,TCFD reference page is dominated by a recommended-disclosure-topic/location table where row context is essential,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
GES,GES-GUESS-2025.pdf,44,boundary,prose,other,"Case study spread with independent story panels, photo collage, and quote callout, no row-structured table",annotator_agreement,prose,prose,other,prose_multicol
WHR,WHR-WHIRLPOOL CORP-2021.pdf,114,boundary,table_dominant,disclosure_index_table,GRI index page is dominated by a disclosure number/name/current-year response table linking rows to responses,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
FL,FL-FOOT LOCKER INC-2023.pdf,70,boundary,table_dominant,data_table_ruled,GHG emissions inventory notes page is dominated by a ruled scope/category/source/methodology table,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
DG,DG-DOLLAR GENERAL CORP-2025.pdf,12,boundary,prose,prose_short_columns,"Product safety and quality page with narrow prose columns and self-contained icons, no row-structured table",annotator_agreement,prose,prose,prose_short_columns,prose_multicol
TPR,TPR-TAPESTRY INC-2021.pdf,19,boundary,prose,prose_multicol,"Equity and inclusion page with prose, callout block, bullet list, and photo, no shared-row table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ROST,ROST-ROSS STORES INC-2021.pdf,51,boundary,prose,prose_multicol,"Responsible sourcing page with large warehouse photo and prose columns, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
AMZN,AMZN-Amazon-2025.pdf,48,boundary,table_dominant,data_table_ruled,Materials and agricultural commodities sourcing page is dominated by a ruled commodity/goal/progress table with row-linked entries,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
KMX,KMX-CARMAX INC-2023.pdf,10,boundary,table_dominant,data_table_ruled,Priorities and progress page is dominated by an environmental/social/governance matrix linking topic rows to FY2023 highlights,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
TGT,TGT-TARGET CORP-2023.pdf,69,boundary,ambiguous_or_mixed,disclosure_index_table,"A real three-column goals/milestones/progress index table sits below three columns of intro prose that carry more text than the table, so it does not clearly dominate.",adjudicated,ambiguous_or_mixed,table_dominant,data_table_ruled,disclosure_index_table
SNBR,SNBR-SLEEP NUMBER CORP-2021.pdf,10,boundary,prose,prose_multicol,"Human rights page uses prose blocks, SDG icons, and two bottom prose columns, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
KR,KR-KROGER CO-2022.pdf,20,boundary,prose,prose_multicol,"Recall management page with large photo, prose columns, and a self-contained recall-events stat callout, no table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
MHK,MHK-MOHAWK INDUSTRIES INC-2022.pdf,78,boundary,table_dominant,disclosure_index_table,GRI index page is dominated by a disclosure number/title/response table where row context links entries to responses,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
HD,HD-HOME DEPOT INC-2021.pdf,50,boundary,prose,prose_multicol,"Associate safety page with prose columns, safety callout, and worker image, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
MNRO,MNRO-MONRO INC-2023.pdf,19,boundary,prose,prose_multicol,"Engagement and development page with prose columns, photo, and self-contained training stat callouts, no shared-row table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
SNBR,SNBR-SLEEP NUMBER CORP-2021.pdf,12,boundary,prose,prose_multicol,"Conflict minerals page uses three prose columns with bullets and an SDG icon, no table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
JWN,JWN-NORSTROM-2022.pdf,14,boundary,prose,prose_multicol,"Employee resource groups page with prose, bullet lists, a self-contained Human Rights Campaign callout, and photo, no row table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
BURL,BURL-Burlington Stores-2023.pdf,30,boundary,prose,prose_multicol,"Ethical sourcing page with two prose columns and a large distribution-center photo, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
DELL,DELL-DELL TECHNOLOGIES INC-2023.pdf,51,boundary,prose,prose_multicol,"Sustainable PCs page uses prose columns, bullets, and a product-use photo, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ULTA,ULTA-ULTA BEAUTY INC-2022.pdf,3,boundary,prose,prose_multicol,"CEO message page is multi-column letter prose with a portrait and bullets, no shared-row table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
UEIC,UEIC-UNIVERSAL ELECTRONICS INC-2024.pdf,12,boundary,table_dominant,data_table_ruled,Goals and targets page is dominated by a ruled topic/goals/date/progress table where row context is essential,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
DELL,DELL-DELL TECHNOLOGIES INC-2022.pdf,153,boundary,prose,prose_short_columns,"Glossary page uses narrow columns of self-contained term-definition entries, no cross-column row table",annotator_agreement,prose,prose,prose_short_columns,prose_multicol
CPNG,CPNG-Coupang-2023.pdf,6,boundary,prose,prose_multicol,"Employee health and safety page with photo, prose columns, and a narrative case-study panel, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
DELL,DELL-DELL TECHNOLOGIES INC-2021.pdf,75,boundary,table_dominant,data_table_ruled,By-the-numbers sustainability page is dominated by a metrics/year/notes table with row-linked values,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
TJX,TJX-Tjx Cos Inc-2024.pdf,79,boundary,prose,prose_multicol,"Related disclosures page has two independent prose sections and a short resource link list, no row table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
JWN,JWN-NORSTROM-2022.pdf,43,boundary,table_dominant,data_table_ruled,CSR goals and ambitions page is dominated by a priority/goal/progress/SDG matrix with row-linked bars and icons,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
T,T-AT&T INC-2023.pdf,39,boundary,prose,stat_card_grid,"Training and career development page with prose, bullet list, photo, and self-contained metric callouts, no shared-row table",annotator_agreement,prose,prose,stat_card_grid,prose_multicol
DECK,DECK-DECKERS OUTDOOR CORP-2021.pdf,17,boundary,table_dominant,data_table_ruled,Sustainable development goals page is dominated by multi-year targets/achievements/status tables with row-linked progress entries,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
SVV,SVV-Savers Value Village-2023.pdf,44,boundary,table_dominant,disclosure_index_table,SASB product sourcing page is dominated by an accounting metric/response/SASB code table linking rows to responses,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
GES,GES-GUESS-2023-2022.pdf,47,boundary,prose,prose_multicol,"Employee wellbeing page with prose, a large team photo, and a self-contained goals bullet list, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
PVH,PVH-PVH CORP-2021.pdf,82,boundary,table_dominant,disclosure_index_table,Global Reporting Index page is dominated by a GRI disclosure number/title/response table where row context is essential,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
CRI,CRI-CARTER'S INC-2021.pdf,22,boundary,prose,prose_multicol,Development programs page is mostly prose and employee spotlight content with only a small embedded participant table,annotator_agreement,prose,prose,prose_multicol,prose_multicol
HD,HD-HOME DEPOT INC-2022.pdf,84,boundary,table_dominant,disclosure_index_table,GRI Standards page is dominated by a disclosure/location cross-reference table with row-linked GRI entries,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
JWN,JWN-NORSTROM-2024.pdf,11,boundary,prose,prose_multicol,"Supporting communities page with prose columns and a large photo, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ULTA,ULTA-ULTA BEAUTY INC-2022.pdf,11,boundary,prose,prose_multicol,"Inclusive associates and guest experiences page with prose columns and photos, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
RL,RL-RALPH LAUREN CORP-2023.pdf,108,boundary,table_dominant,disclosure_index_table,SASB labor conditions page is dominated by a topic/response table linking disclosure prompts to narrative responses,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
RCKY,RCKY-ROCKY BRANDS INC-2023.pdf,25,boundary,prose,other,"Responsible procurement memberships page uses independent logo/profile text blocks and a product photo, no shared-row table",annotator_agreement,prose,prose,other,prose_multicol
WWW,WWW-WOLVERINE WORLD WIDE-2022.pdf,12,boundary,ambiguous_or_mixed,chart_infographic,"Workforce and DEI spread combines substantial diversity charts and infographic metrics with prose, so no single prose/table structure dominates",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,chart_infographic,chart_infographic
MNRO,MNRO-MONRO INC-2023.pdf,31,boundary,prose,prose_multicol,"Environmental impact page with prose columns, quote callout, and self-contained LED goal graphic, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
SHOO,SHOO-MADDEN STEVEN LTD-2024.pdf,18,boundary,table_dominant,data_table_ruled,Sustainable supply chain page is dominated by a targets/FY progress/key achievements/status table with row-linked entries,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
DELL,DELL-DELL TECHNOLOGIES INC-2021.pdf,35,boundary,table_dominant,data_table_ruled,Ethics and privacy goals page is dominated by a goal/performance/about/SDG table with row-linked progress entries,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
BBW,BBW-BUILD-A-BEAR WORKSHOP INC-2023.pdf,26,boundary,prose,stat_card_grid,Compensation cards are self-contained heading-plus-description boxes and the wage callouts pair label and value contiguously; a clear prose spine gives the page a natural order.,adjudicated,prose,ambiguous_or_mixed,stat_card_grid,stat_card_grid
NKE,NKE-NIKE INC -CL B-2023.pdf,46,boundary,prose,prose_multicol,"Firstline opportunities page uses multiple prose columns under independent program headings, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
CPNG,CPNG-Coupang-2024.pdf,8,boundary,prose,prose_multicol,"Culture of care page with prose columns and photos, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
LOVE,LOVE-LOVESAC CO (THE)-2021.pdf,16,boundary,prose,prose_multicol,"Product quality page combines prose, a side quote, image, and navigation list without row-level table relationships",annotator_agreement,prose,prose,prose_multicol,prose_multicol
MNRO,MNRO-MONRO INC-2021.pdf,5,boundary,prose,prose_multicol,"Board chairman letter page is two-column letter prose with portrait and signature, no table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
BIRD,BIRD-ALLBIRDS INC-2023.pdf,43,boundary,table_dominant,data_table_ruled,Flight Status page is dominated by a commitment/status table where row context links numbered commitments to responses,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
KR,KR-KROGER CO-2025.pdf,61,boundary,table_dominant,data_table_ruled,Key performance data page is dominated by a goals/metrics/year/status table with row-linked KPI values,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
GES,GES-GUESS-2025.pdf,20,boundary,prose,prose_multicol,"Water and chemical usage spread combines prose, photos, quote callout, and a case-study technology list, no row table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
WOOF,WOOF-PETCO HEALTH AND WELLNESS CO-2021.pdf,73,boundary,prose,prose_multicol,"Governance page uses prose sections in two columns with links, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
LAD,LAD-LITHIA MOTORS INC -CL A-2025.pdf,38,boundary,table_dominant,disclosure_index_table,Sustainability frameworks appendix page is dominated by a GRI framework/section/descriptions/responses table,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
LULU,LULU-LULULEMON ATHLETICA INC-2022.pdf,85,boundary,table_dominant,disclosure_index_table,GRI content index page is dominated by a standard/disclosure/notes table linking entries to references and data,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
FIGS,FIGS-FIGS INC-2023.pdf,11,boundary,prose,other,Same structure as the 2022 giving page: label-colon-value totals on single lines plus two independent recipient lists and a decorative map.,adjudicated,ambiguous_or_mixed,prose,chart_infographic,prose_multicol
VZ,VZ-VERIZON COMMUNICATIONS INC-2023.pdf,16,boundary,prose,prose_multicol,"Upskilling and reskilling page uses multi-column prose and a self-contained investment callout, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
HD,HD-HOME DEPOT INC-2023.pdf,61,boundary,prose,stat_card_grid,"Sustainable packaging page with prose, photo, and self-contained by-the-numbers stat callouts, no shared-row table",annotator_agreement,prose,prose,stat_card_grid,prose_multicol
GES,GES-GUESS-2025.pdf,51,boundary,prose,other,"Case study spread with photos, prose sections, quote callout, and cybersecurity training bullets, no row-structured table",annotator_agreement,prose,prose,other,prose_multicol
BBY,BBY-BEST BUY CO INC-2025.pdf,21,boundary,prose,prose_multicol,"Sustainable packaging page with large warehouse photo and prose sections, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
CROX,CROX-CROCS INC-2023.pdf,48,boundary,table_dominant,disclosure_index_table,TCFD guidance page is dominated by a metric/disclosure/related references table linking risk-management rows to responses,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
LOVE,LOVE-LOVESAC CO (THE)-2025.pdf,13,boundary,prose,other,"Targets and measures page uses two independent topic panels with bullet lists and references, no shared-row table",annotator_agreement,prose,prose,other,prose_multicol
PAG,PAG-PENSKE AUTOMOTIVE GROUP INC-2022.pdf,42,boundary,prose,prose_multicol,TCFD index continued page is formatted as prose and bullet columns without a ruled row table,annotator_agreement,prose,prose,prose_multicol,prose_multicol
AMZN,AMZN-Amazon-2021.pdf,7,boundary,prose,prose_multicol,"COVID-19 response page uses multi-column prose and a self-contained cost callout, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
TPR,TPR-TAPESTRY INC-2021.pdf,61,boundary,table_dominant,disclosure_index_table,TCFD continued page is dominated by a core elements/recommended disclosure/response table where row context is essential,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
URBN,URBN-Urban Outfitters-2023-2024.pdf,38,boundary,prose,prose_multicol,"Governance data privacy page uses two prose columns with headings, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
BBY,BBY-BEST BUY CO INC-2025.pdf,10,boundary,ambiguous_or_mixed,chart_infographic,"Environmental progress page is a grid of independent performance charts and captions, so no single prose/table order dominates",annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,chart_infographic,chart_infographic
ARKO,ARKO-ARKO CORP-2023.pdf,44,boundary,prose,prose_multicol,"Data privacy and security page uses two prose columns and a bullet list, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
GPI,GPI-GROUP 1 AUTOMOTIVE INC-2022.pdf,19,boundary,prose,other,"Fostering DEI page combines prose columns, mission statement callouts, and a photo, no shared-row table",annotator_agreement,prose,prose,other,prose_multicol
SHOO,SHOO-MADDEN STEVEN LTD-2022.pdf,29,boundary,prose,prose_multicol,"Learning sessions page uses prose, image, and independent event description lists, no row-correspondence table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
PTRN,PTRN-Pattern Group-2022.pdf,106,boundary,prose,prose_multicol,Corporate academies page is mostly two-column prose with only a smaller embedded training-hours table,annotator_agreement,prose,prose,prose_multicol,prose_multicol
LOW,LOW-LOWE'S COS INC-2022.pdf,52,boundary,table_dominant,disclosure_index_table,Indices page is dominated by a GRI/SASB/TCFD/SDG alignment table linking disclosure rows to references,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
KTB,KTB-KONTOOR BRANDS INC-2023.pdf,3,boundary,prose,prose_multicol,"Progress report introduction page combines prose with report-link thumbnails and a legend callout, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
CURV,CURV-TORRID HOLDINGS-2022.pdf,22,boundary,ambiguous_or_mixed,data_table_ruled,Health and safety page combines prose and independent safety boxes with a substantial embedded safety performance table,annotator_agreement,ambiguous_or_mixed,ambiguous_or_mixed,data_table_ruled,data_table_ruled
GES,GES-GUESS-2023-2022.pdf,66,boundary,prose,prose_multicol,"Data security and privacy page with photo, prose columns, quote callout, and bullets, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
TGT,TGT-TARGET CORP-2021.pdf,39,boundary,prose,prose_multicol,"Privacy and cybersecurity page uses prose columns and a server-room photo, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
CRI,CRI-CARTER'S INC-2022.pdf,3,boundary,prose,prose_multicol,"CEO message page with portrait, letter prose, and short pillar bullets, no shared-row table relationship",annotator_agreement,prose,prose,prose_multicol,prose_multicol
KTB,KTB-KONTOOR BRANDS INC-2024.pdf,11,boundary,table_dominant,data_table_ruled,Sustainability strategy and goals page is dominated by a goal/scope/performance table with row-linked year columns,annotator_agreement,table_dominant,table_dominant,data_table_ruled,data_table_ruled
LEG,LEG-LEGGETT & PLATT INC-2023.pdf,59,boundary,prose,prose_multicol,"Other important information page uses prose columns and product images, no table or row-linked grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
TPR,TPR-TAPESTRY INC-2021.pdf,63,boundary,table_dominant,disclosure_index_table,SASB page is dominated by a topic/accounting metric/response table linking metrics to narrative responses,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
AAPL,AAPL-APPLE INC-2022.pdf,33,boundary,prose,prose_multicol,"Health and safety page uses four prose columns with country examples, no table or label-value grid",annotator_agreement,prose,prose,prose_multicol,prose_multicol
ACI,ACI-ALBERTSONS COS INC-2024.pdf,10,boundary,prose,prose_multicol,"Energy efficiency and value chain emissions page with prose columns and photos, no row-structured table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
CROX,CROX-CROCS INC-2021.pdf,20,boundary,prose,other,Photo-led spread of independent prose blocks and brand tiles with no numeric label-value structure that reading order could corrupt.,adjudicated,prose,ambiguous_or_mixed,other,other
LZB,LZB-LA-Z-BOY INC-2022.pdf,27,boundary,prose,prose_multicol,"Our People continued page with prose sections, navigation sidebar, photo, and callout, no table",annotator_agreement,prose,prose,prose_multicol,prose_multicol
GAP,GAP-GAP-2022.pdf,64,boundary,table_dominant,disclosure_index_table,GRI Index continued page is dominated by side-by-side disclosure/reference tables with row-linked entries,annotator_agreement,table_dominant,table_dominant,disclosure_index_table,disclosure_index_table
